103,15,tensor(16),{19: 0.973684, 6: 0.200254, 16: 0.14735999703407288},117000,tensor([-0.0224, -0.0267,  0.0505,  ..., -0.0349, -0.0116, -0.0047])
1425,1,tensor(13),{19: 0.973684, 6: 0.200254, 16: 0.14735999703407288, 22: 1.0, 15: 0.27749, 21: 1.0, 24: 0.23324, 0: 1.0, 2: 1.0, 3: 1.0, 23: 1.0, 4: 1.0, 12: 1.0, 10: 1.0, 30: 1.0, 1: 1.0, 14: 1.0, 20: 1.0, 17: 1.0, 11: 1.0, 13: 1.0, 25: 0.231612, 29: 1.0, 7: 0.130495, 18: 0.986842, 27: 0.936184, 28: 0.959795, 31: 0.973684, 26: 0.894737},117000,tensor([ 0.0084, -0.0957,  0.0831,  ...,  0.0480, -0.0673,  0.0190])
1444,1,tensor(13),{19: 0.973684, 6: 0.200254, 16: 0.14735999703407288, 22: 1.0, 15: 0.27749, 21: 1.0, 24: 0.23324, 0: 1.0, 2: 1.0, 3: 1.0, 23: 1.0, 4: 1.0, 12: 1.0, 10: 1.0, 30: 1.0, 1: 1.0, 14: 1.0, 20: 1.0, 17: 1.0, 11: 1.0, 13: 1.0, 25: 0.231612, 29: 1.0, 7: 0.130495, 18: 0.986842, 27: 0.936184, 28: 0.959795, 31: 0.973684, 26: 1.0},117000,tensor([ 0.0084, -0.0957,  0.0831,  ...,  0.0480, -0.0673,  0.0190])
1463,1,tensor(13),{19: 0.973684, 6: 0.200254, 16: 0.14735999703407288, 22: 1.0, 15: 0.27749, 21: 1.0, 24: 0.23324, 0: 1.0, 2: 1.0, 3: 1.0, 23: 1.0, 4: 1.0, 12: 1.0, 10: 1.0, 30: 1.0, 1: 1.0, 14: 1.0, 20: 1.0, 17: 1.0, 11: 1.0, 13: 1.0, 25: 0.231612, 29: 1.0, 7: 0.130495, 18: 0.986842, 27: 0.936184, 28: 0.959795, 31: 0.973684, 26: 0.986842, 5: 0.016194},117000,tensor([ 0.0084, -0.0957,  0.0831,  ...,  0.0480, -0.0673,  0.0190])
1481,3,tensor(25),{19: 0.973684, 6: 0.200254, 16: 0.14735999703407288, 22: 1.0, 15: 0.27749, 21: 1.0, 24: 0.23324, 0: 1.0, 2: 1.0, 3: 1.0, 23: 1.0, 4: 1.0, 12: 1.0, 10: 1.0, 30: 1.0, 1: 1.0, 14: 1.0, 20: 1.0, 17: 1.0, 11: 1.0, 13: 1.0, 25: 0.2307790070772171, 29: 1.0, 7: 0.130495, 18: 0.986842, 27: 0.936184, 28: 0.959795, 31: 0.973684, 26: 0.986842, 5: 0.802976},117000,tensor([ 0.0213, -0.0888,  0.0966,  ...,  0.0296, -0.0657,  0.0024])
1500,3,tensor(25),{19: 0.973684, 6: 0.200254, 16: 0.14735999703407288, 22: 1.0, 15: 0.27749, 21: 1.0, 24: 0.23324, 0: 1.0, 2: 1.0, 3: 1.0, 23: 1.0, 4: 1.0, 12: 1.0, 10: 1.0, 30: 1.0, 1: 1.0, 14: 1.0, 20: 1.0, 17: 1.0, 11: 1.0, 13: 1.0, 25: 0.230779, 29: 1.0, 7: 0.130495, 18: 0.986842, 27: 0.936184, 28: 0.959795, 31: 0.973684, 26: 0.986842, 5: 0.945906},117000,tensor([ 0.0213, -0.0888,  0.0966,  ...,  0.0296, -0.0657,  0.0024])
1519,3,tensor(25),{19: 0.973684, 6: 0.200254, 16: 0.14735999703407288, 22: 1.0, 15: 0.27749, 21: 1.0, 24: 0.23324, 0: 1.0, 2: 1.0, 3: 1.0, 23: 1.0, 4: 1.0, 12: 1.0, 10: 1.0, 30: 1.0, 1: 1.0, 14: 1.0, 20: 1.0, 17: 1.0, 11: 1.0, 13: 1.0, 25: 0.230779, 29: 1.0, 7: 0.130495, 18: 0.986842, 27: 0.936184, 28: 0.959795, 31: 0.973684, 26: 0.986842, 5: 0.945906, 9: 0.005},117000,tensor([ 0.0213, -0.0888,  0.0966,  ...,  0.0296, -0.0657,  0.0024])
1538,3,tensor(25),{19: 0.973684, 6: 0.200254, 16: 0.14735999703407288, 22: 1.0, 15: 0.27749, 21: 1.0, 24: 0.23324, 0: 1.0, 2: 1.0, 3: 1.0, 23: 1.0, 4: 1.0, 12: 1.0, 10: 1.0, 30: 1.0, 1: 1.0, 14: 1.0, 20: 1.0, 17: 1.0, 11: 1.0, 13: 1.0, 25: 0.230779, 29: 1.0, 7: 0.130495, 18: 0.986842, 27: 0.936184, 28: 0.959795, 31: 0.973684, 26: 0.986842, 5: 0.945906, 9: 0.826065},117000,tensor([ 0.0213, -0.0888,  0.0966,  ...,  0.0296, -0.0657,  0.0024])
1557,3,tensor(25),{19: 0.973684, 6: 0.200254, 16: 0.14735999703407288, 22: 1.0, 15: 0.27749, 21: 1.0, 24: 0.23324, 0: 1.0, 2: 1.0, 3: 1.0, 23: 1.0, 4: 1.0, 12: 1.0, 10: 1.0, 30: 1.0, 1: 1.0, 14: 1.0, 20: 1.0, 17: 1.0, 11: 1.0, 13: 1.0, 25: 0.230779, 29: 1.0, 7: 0.130495, 18: 0.986842, 27: 0.936184, 28: 0.959795, 31: 0.973684, 26: 0.986842, 5: 0.945906, 9: 0.945906, 8: 0.0},117000,tensor([ 0.0213, -0.0888,  0.0966,  ...,  0.0296, -0.0657,  0.0024])
1576,1,tensor(29),{19: 0.973684, 6: 0.200254, 16: 0.14735999703407288, 22: 1.0, 15: 0.27749, 21: 1.0, 24: 0.23324, 0: 1.0, 2: 1.0, 3: 1.0, 23: 1.0, 4: 1.0, 12: 1.0, 10: 1.0, 30: 1.0, 1: 1.0, 14: 1.0, 20: 1.0, 17: 1.0, 11: 1.0, 13: 1.0, 25: 0.230779, 29: 1.0, 7: 0.130495, 18: 0.986842, 27: 0.936184, 28: 0.959795, 31: 0.973684, 26: 0.986842, 5: 0.945906, 9: 0.945906, 8: 0.301273},117000,tensor([-0.0197, -0.0391,  0.0508,  ...,  0.0322, -0.0683,  0.0190])
1595,1,tensor(29),{19: 0.973684, 6: 0.200254, 16: 0.14735999703407288, 22: 1.0, 15: 0.27749, 21: 1.0, 24: 0.23324, 0: 1.0, 2: 1.0, 3: 1.0, 23: 1.0, 4: 1.0, 12: 1.0, 10: 1.0, 30: 1.0, 1: 1.0, 14: 1.0, 20: 1.0, 17: 1.0, 11: 1.0, 13: 1.0, 25: 0.230779, 29: 1.0, 7: 0.130495, 18: 0.986842, 27: 0.936184, 28: 0.959795, 31: 0.973684, 26: 0.986842, 5: 0.945906, 9: 0.945906, 8: 0.986842},117000,tensor([-0.0197, -0.0391,  0.0508,  ...,  0.0322, -0.0683,  0.0190])
